Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Anthony Black,ORL,NYK,L,30.27,2,9,0.222,0,1,0.0,5,5,1.0,2,1,3,2.0,1,0,1,4,9,5.0,2024-12-27
Jonathan Isaac,ORL,NYK,L,17.42,3,9,0.333,0,4,0.0,1,1,1.0,2,3,5,1.0,1,0,1,3,7,3.7,2024-12-27
Gary Harris,ORL,NYK,L,14.73,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,2,1.0,2024-12-27
Caleb Houstan,ORL,NYK,L,4.53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0.7,2024-12-27
Cole Anthony,ORL,NYK,L,6.02,2,5,0.4,1,1,1.0,0,0,0.0,0,1,1,0.0,0,0,2,0,5,0.6,2024-12-27
Wendell Carter,ORL,NYK,L,17.42,1,6,0.167,0,1,0.0,0,0,0.0,1,2,3,1.0,0,0,0,2,2,-0.6,2024-12-27
Cory Joseph,ORL,NYK,L,7.63,0,3,0.0,0,1,0.0,0,0,0.0,0,2,2,0.0,1,0,0,1,0,-0.9,2024-12-27
Tristan Da Silva,ORL,NYK,L,27.85,0,5,0.0,0,3,0.0,0,0,0.0,0,2,2,2.0,0,1,4,1,0,-5.2,2024-12-27
Shai Gilgeous-Alexander,OKC,CHO,W,33.0,8,15,0.533,1,6,0.167,5,6,0.833,1,3,4,6.0,2,1,6,4,22,15.2,2024-12-28
Aaron Wiggins,OKC,CHO,W,33.25,6,10,0.6,3,7,0.429,2,2,1.0,3,2,5,1.0,2,0,2,2,17,15.0,2024-12-28
Isaiah Hartenstein,OKC,CHO,W,25.47,6,7,0.857,0,0,0.0,0,0,0.0,1,14,15,4.0,1,0,3,4,12,13.6,2024-12-28
Jalen Williams,OKC,CHO,W,33.63,8,21,0.381,1,7,0.143,3,3,1.0,0,3,3,6.0,1,0,1,0,20,13.6,2024-12-28
Jaylin Williams,OKC,CHO,W,22.53,3,7,0.429,3,6,0.5,0,0,0.0,2,2,4,6.0,1,0,1,3,9,10.3,2024-12-28
Ajay Mitchell,OKC,CHO,W,31.57,4,8,0.5,1,2,0.5,1,1,1.0,1,4,5,4.0,0,0,1,1,10,9.3,2024-12-28
Kenrich Williams,OKC,CHO,W,22.03,4,6,0.667,0,0,0.0,1,1,1.0,0,4,4,1.0,1,0,1,1,9,7.9,2024-12-28
Isaiah Joe,OKC,CHO,W,16.37,2,7,0.286,1,6,0.167,0,1,0.0,1,3,4,0.0,1,0,0,1,5,2.7,2024-12-28
Dillon Jones,OKC,CHO,W,14.77,1,5,0.2,0,3,0.0,0,0,0.0,0,3,3,1.0,0,0,0,2,2,-0.3,2024-12-28
Ousmane Dieng,OKC,CHO,W,7.38,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0.0,0,0,0,1,0,-1.2,2024-12-28
Shai Gilgeous-Alexander,OKC,MEM,W,28.07,14,19,0.737,1,5,0.2,6,6,1.0,0,6,6,7.0,1,4,1,1,35,36.4,2024-12-29
Goga Bitadze,ORL,BRK,W,33.9,8,10,0.8,0,1,0.0,3,5,0.6,4,7,11,5.0,2,1,1,4,19,22.9,2024-12-29
Tristan Da Silva,ORL,BRK,W,34.6,8,15,0.533,4,9,0.444,1,1,1.0,3,3,6,7.0,0,1,2,1,21,19.9,2024-12-29
Jalen Williams,OKC,MEM,W,25.58,7,16,0.438,0,5,0.0,0,0,0.0,4,6,10,8.0,2,1,2,3,14,15.3,2024-12-29
Ajay Mitchell,OKC,MEM,W,21.58,6,11,0.545,3,5,0.6,2,2,1.0,0,1,1,3.0,1,0,0,3,17,13.9,2024-12-29
Aaron Wiggins,OKC,MEM,W,23.75,6,13,0.462,1,5,0.2,3,3,1.0,0,3,3,0.0,2,0,0,0,16,12.2,2024-12-29
Isaiah Hartenstein,OKC,MEM,W,25.22,6,13,0.462,0,2,0.0,0,0,0.0,2,7,9,6.0,0,3,2,3,12,11.9,2024-12-29
Kenrich Williams,OKC,MEM,W,11.53,4,6,0.667,3,4,0.75,1,1,1.0,1,2,3,3.0,0,0,0,3,12,11.6,2024-12-29
Caleb Houstan,ORL,BRK,W,15.38,3,5,0.6,3,4,0.75,3,3,1.0,0,0,0,1.0,1,0,0,3,12,10.2,2024-12-29
Wendell Carter,ORL,BRK,W,26.8,6,9,0.667,0,1,0.0,1,4,0.25,1,5,6,1.0,0,0,2,3,13,7.6,2024-12-29
Isaiah Joe,OKC,MEM,W,22.17,4,9,0.444,3,8,0.375,0,0,0.0,1,2,3,0.0,1,0,1,2,11,6.8,2024-12-29
Cole Anthony,ORL,BRK,W,16.93,3,11,0.273,2,6,0.333,2,2,1.0,1,2,3,3.0,0,0,0,2,10,6.1,2024-12-29
Jonathan Isaac,ORL,BRK,W,18.65,2,6,0.333,0,1,0.0,1,2,0.5,5,4,9,2.0,1,0,2,1,5,5.9,2024-12-29
Kentavious Caldwell-Pope,ORL,BRK,W,34.03,2,10,0.2,0,4,0.0,1,1,1.0,0,1,1,5.0,2,1,0,2,5,4.5,2024-12-29
Jaylin Williams,OKC,MEM,W,9.67,2,2,1.0,1,1,1.0,0,0,0.0,0,2,2,1.0,0,0,1,1,5,4.3,2024-12-29
Gary Harris,ORL,BRK,W,14.73,2,4,0.5,2,4,0.5,0,2,0.0,0,0,0,2.0,1,0,1,1,6,4.2,2024-12-29
Cason Wallace,OKC,MEM,W,30.9,2,5,0.4,1,2,0.5,0,0,0.0,0,1,1,3.0,2,0,1,4,5,4.1,2024-12-29
Jalen Suggs,ORL,BRK,W,13.18,2,7,0.286,0,1,0.0,4,5,0.8,1,1,2,2.0,0,0,1,3,8,3.7,2024-12-29
Cory Joseph,ORL,BRK,W,13.82,1,3,0.333,1,2,0.5,0,0,0.0,1,1,2,1.0,0,0,1,1,3,1.6,2024-12-29
Luguentz Dort,OKC,MEM,W,26.42,1,6,0.167,1,5,0.2,0,0,0.0,1,3,4,2.0,0,0,0,3,3,1.0,2024-12-29
Dillon Jones,OKC,MEM,W,6.57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1.0,0,1,0,1,0,1.0,2024-12-29
Ousmane Dieng,OKC,MEM,W,4.5,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,1.0,1,0,1,0,0,-0.1,2024-12-29
